GEOID,INDUSTRY_CODE,SOURCE_NAICS,ESTABLISHMENTS,EMPLOYMENT,EMPLOYMENT_NOISE_FLAG,FIRST_QUARTER_PAYROLL_THOUSANDS,FIRST_QUARTER_PAYROLL_NOISE_FLAG,ANNUAL_PAYROLL_THOUSANDS,ANNUAL_PAYROLL_NOISE_FLAG
01067,44,44----,49,356,G,2378,G,9948,G
01067,48,48----,21,255,H,3396,H,13679,H
01067,51,51----,3,8,J,81,J,318,J
01067,52,52----,18,99,H,1206,H,5470,H
01067,53,53----,4,4,G,70,J,305,J
01067,54,54----,26,193,H,2924,H,11887,H
01067,55,55----,4,58,J,1152,J,28422,J
01067,56,56----,15,110,J,1283,G,5991,G
01067,61,61----,3,59,J,261,J,1128,J
01067,62,62----,23,716,H,8702,H,35398,H
01067,71,71----,5,11,J,52,J,243,H
01067,72,72----,29,254,H,1028,H,4214,H
01067,81,81----,40,191,H,2145,H,7339,G
01069,TOTAL,------,2859,44694,G,498817,G,2105559,G
01069,11,11----,4,22,J,490,J,2137,J
01069,22,22----,3,19,J,320,J,1343,J
01069,23,23----,211,1827,G,22530,G,98721,G
01069,31,31----,107,4572,G,58584,G,249403,G
01069,42,42----,159,3336,H,48137,H,198940,G
01069,44,44----,543,7696,G,70282,G,276464,G
01069,48,48----,102,2019,G,27683,G,113078,G
01069,51,51----,43,474,G,7041,G,23875,G
01069,52,52----,189,1125,H,22177,G,81517,G
01069,53,53----,110,548,H,7800,H,33427,H
01069,54,54----,221,1214,G,18361,G,85731,G
01069,55,55----,18,467,H,9542,G,42285,G
01069,56,56----,129,2500,H,20902,H,81503,G
01069,61,61----,26,444,G,2967,G,11841,G
01069,62,62----,355,9464,G,132545,G,603399,G
01069,71,71----,45,642,G,2818,G,12096,G
01069,72,72----,293,6330,G,31343,G,124571,G
01069,81,81----,298,1993,G,15284,G,65201,G
01069,99,99----,3,2,G,11,J,27,G
01071,TOTAL,------,876,13444,G,147133,G,595459,G
01071,11,11----,5,9,J,83,G,412,G
01071,21,21----,3,17,J,381,J,1775,J
01071,23,23----,74,545,G,6537,G,29959,G
01071,31,31----,66,5554,G,72688,G,294452,G
01071,42,42----,24,472,J,5168,J,21324,H
01071,44,44----,174,2242,H,18069,H,69992,H
01071,48,48----,41,289,H,3689,H,15063,G
01071,51,51----,8,48,H,444,G,1858,G
01071,52,52----,61,271,H,4210,H,16714,H
01071,53,53----,31,101,G,1007,H,4098,H
01071,54,54----,53,207,H,2612,G,10771,G
01071,55,55----,4,24,H,380,J,1442,J
01071,56,56----,30,208,G,2770,G,12488,G
01071,62,62----,115,1798,H,20005,H,77970,H
01071,71,71----,12,30,H,146,J,501,H
01071,72,72----,80,1128,G,4761,G,19257,G
01071,81,81----,93,437,H,2978,G,12289,G
01073,TOTAL,------,16989,341042,G,6039014,G,22725059,G
01073,11,11----,6,53,H,1576,J,7948,J
01073,21,21----,23,1400,H,37680,H,127674,H
01073,22,22----,30,4514,J,272910,J,644704,J
01073,23,23----,1198,20150,G,387315,G,1643266,G
01073,31,31----,504,23547,G,451055,G,1832479,G
01073,42,42----,959,18563,G,422284,G,1620851,G
01073,44,44----,2489,37386,G,354094,G,1397659,G
01073,48,48----,476,13102,G,185782,G,724004,G
01073,51,51----,334,8525,H,210322,H,774236,H
01073,52,52----,1270,25449,H,938155,H,2896906,H
01073,53,53----,935,6440,G,140956,H,482330,G
01073,54,54----,2014,19337,G,399720,G,1795657,G
01073,55,55----,151,9774,G,383231,G,1146304,G
01073,56,56----,782,25179,G,267515,G,1083891,G
01073,61,61----,202,5929,H,52305,H,219431,H
01073,62,62----,1937,65923,G,1118426,G,4618912,G
01073,71,71----,245,5511,G,35593,G,154422,G
01073,72,72----,1576,31357,G,186915,G,760905,G
01073,81,81----,1841,18874,G,192919,G,792338,G
01073,99,99----,17,29,J,261,H,1142,G
01075,TOTAL,------,243,3201,G,37754,H,149660,H
01075,11,11----,11,58,G,621,H,2455,H
01075,23,23----,20,71,G,686,G,3144,G
01075,31,31----,23,1745,H,25844,H,98813,H
01075,42,42----,5,19,G,299,G,1720,H
01075,44,44----,45,328,G,2113,G,9286,G
01075,48,48----,18,183,H,2242,H,9159,G
01075,51,51----,7,10,J,95,G,621,G
01075,52,52----,11,105,G,1153,G,4921,G
01075,53,53----,4,8,J,33,J,131,J
01075,54,54----,16,57,J,507,G,1728,G
01075,56,56----,4,29,J,249,G,1097,G
01075,62,62----,23,319,J,2476,J,10342,J
01075,71,71----,4,12,J,72,J,424,J
01075,72,72----,19,157,H,599,G,2528,G
01075,81,81----,30,93,G,516,G,2369,G
01077,TOTAL,------,2053,27193,G,275356,G,1104994,G
01077,11,11----,18,97,H,1338,G,5721,G
01077,23,23----,159,1830,G,23513,G,102572,G
01077,31,31----,79,2882,H,35977,H,137938,H
01077,42,42----,74,1246,H,18887,H,65073,H
01077,44,44----,379,5250,G,42966,G,165395,G
01077,48,48----,33,185,G,1915,G,7500,G
01077,51,51----,28,393,H,4453,H,17750,H
01077,52,52----,171,1032,H,20800,H,72240,H
01077,53,53----,108,442,G,4282,G,18631,G
01077,54,54----,154,755,G,8634,G,38099,G
01077,55,55----,8,191,H,7354,G,24729,G
01077,56,56----,67,708,H,6050,G,28770,G
01077,61,61----,15,414,G,1894,G,8022,G
01077,62,62----,267,5737,G,67053,G,284088,G
01077,71,71----,26,363,H,1291,H,6025,H
01077,72,72----,217,4324,G,20564,G,85808,G
01077,81,81----,246,1317,G,7982,G,35101,G
01079,TOTAL,------,408,3567,G,38903,G,160114,G
01079,22,22----,4,141,J,3734,J,14438,J
01079,23,23----,42,274,H,3381,G,15458,G
01079,31,31----,20,153,G,1754,G,7629,G
01079,42,42----,14,123,G,1291,G,5534,G
01079,44,44----,83,805,H,6631,H,24739,H
01079,48,48----,15,95,G,902,G,3818,G
01079,51,51----,9,39,J,573,H,2342,H
01079,52,52----,23,112,H,1611,H,5959,H
01079,53,53----,13,23,J,207,H,925,H
01079,54,54----,26,434,J,8734,J,37285,J
01079,56,56----,11,50,G,447,G,1692,G
01079,62,62----,33,522,J,5368,H,22229,H
01079,72,72----,44,510,G,2081,G,9124,G
01079,81,81----,65,250,G,1964,G,7668,G
01081,TOTAL,------,3377,51454,G,568963,G,2371823,G
01081,11,11----,17,63,G,712,G,2733,G
01081,22,22----,9,272,H,7746,J,27831,H
01081,23,23----,304,2983,G,45834,G,198533,G
01081,31,31----,140,7515,G,104550,G,442589,G
01081,42,42----,103,1388,H,22891,H,89023,H
01081,44,44----,533,7708,G,67562,G,267185,G
01081,48,48----,111,3512,G,48078,G,188124,G
01081,51,51----,63,896,G,15762,G,66624,G
01081,52,52----,203,1081,G,21159,G,80383,G
01081,53,53----,197,896,G,10036,G,42568,G
01081,54,54----,304,1732,G,23573,G,106319,G
01081,55,55----,7,78,J,3811,H,15010,H
01081,56,56----,228,4202,G,35713,G,158367,G
01081,61,61----,35,343,G,2014,G,8550,G
01081,62,62----,321,7115,H,93218,H,392716,H
01081,71,71----,45,735,G,3123,G,14196,G
01081,72,72----,434,8294,G,39350,G,169338,G
01081,81,81----,320,2587,G,22731,H,97435,H
01083,TOTAL,------,1629,28343,G,354419,G,1500010,G
01083,11,11----,3,3,J,54,J,235,J
01083,21,21----,3,41,J,705,J,2993,J
01083,23,23----,193,1943,H,29584,H,125336,H
01083,31,31----,83,9505,G,133768,G,573247,G
01083,42,42----,63,1176,G,16257,G,71925,G
01083,44,44----,278,3373,G,28974,G,115090,G
01083,48,48----,56,2691,G,42146,G,177338,G
01083,51,51----,21,113,H,1906,G,7395,G
01083,52,52----,100,414,H,6834,H,26876,H
01083,53,53----,84,252,G,3335,G,14753,G
01083,54,54----,141,1535,G,26827,G,117569,G
01083,55,55----,5,77,G,2000,G,7853,G
01083,56,56----,90,701,G,6128,G,26142,G
01083,61,61----,11,156,G,1573,G,6810,G
01083,62,62----,183,2772,H,33054,H,138458,H
01083,71,71----,15,126,G,814,G,3512,G
01083,72,72----,129,2319,G,11221,G,47314,G
01083,81,81----,169,1144,G,9214,G,37060,G
01085,TOTAL,------,113,1776,G,26086,H,108147,H
01085,11,11----,5,24,H,337,G,1485,G
01085,21,21----,3,60,J,682,J,3122,J
01085,23,23----,14,162,H,2109,H,7959,H
01085,31,31----,10,772,H,15939,J,69530,H
01085,44,44----,29,319,H,2907,H,10294,H
01085,48,48----,9,159,J,1468,J,5637,J
01085,52,52----,6,23,H,338,H,1227,G
01085,53,53----,7,13,J,31,J,137,J
01085,54,54----,5,13,J,165,G,570,H
01085,62,62----,7,85,J,956,H,3985,H
01085,71,71----,3,53,G,350,G,862,H
01085,81,81----,8,22,H,124,H,532,H
01087,TOTAL,------,196,4658,G,62144,G,271486,G
01087,23,23----,8,64,H,1095,H,5072,H
01087,31,31----,8,546,H,7855,H,38878,H
01087,42,42----,3,4,J,48,J,196,J
01087,44,44----,46,407,G,2608,G,10841,G
01087,48,48----,9,71,H,991,G,4312,G
01087,52,52----,11,39,J,477,J,1874,J
01087,53,53----,8,22,J,114,J,456,H
01087,54,54----,11,23,G,619,H,1834,H
01087,56,56----,9,174,G,1540,H,5621,G
01087,61,61----,3,1171,J,12257,J,49682,J
01087,62,62----,22,1535,J,31193,J,138049,J
01087,71,71----,3,109,J,800,J,3807,H
01087,72,72----,26,310,H,1548,H,6232,H
01087,81,81----,24,152,G,708,G,3184,H
01089,TOTAL,------,9295,191024,G,3157644,G,12930027,G
01089,11,11----,10,36,J,334,J,1465,J
01089,21,21----,7,132,J,2227,J,9585,J
01089,23,23----,656,6946,G,105032,G,442519,G
01089,31,31----,295,21077,G,451707,G,1740207,G
01089,42,42----,339,4158,G,79234,G,320724,G
01089,44,44----,1334,22589,G,208838,G,826306,G
01089,48,48----,200,4788,G,71548,H,318566,H
01089,51,51----,175,4979,G,95300,G,367024,G
01089,52,52----,523,4189,H,107724,H,342874,H
01089,53,53----,578,2220,G,31550,G,127766,G
01089,54,54----,1484,47936,G,1286996,G,5267822,G
01089,55,55----,31,903,H,33339,H,144271,H
01089,56,56----,475,9254,G,105552,G,447774,G
01089,61,61----,115,2450,G,17225,G,74376,G
01089,62,62----,1164,29889,H,374264,H,1717463,H
01089,71,71----,138,3090,G,14747,G,69282,G
01089,72,72----,919,18991,G,104121,G,428165,G
01089,81,81----,848,7386,G,67829,G,283615,G
01089,99,99----,3,7,J,45,H,105,H
01091,TOTAL,------,446,5995,G,70359,G,281501,G
01091,11,11----,15,170,G,2289,G,9226,H
01091,22,22----,3,66,G,1697,H,6372,G
01091,23,23----,33,355,G,4462,G,18704,G
01091,31,31----,15,1440,H,20577,H,86218,H
01091,42,42----,19,94,G,1561,H,6170,H
01091,44,44----,98,920,G,7515,G,28289,G
01091,48,48----,28,198,G,3089,H,12087,H
01091,51,51----,11,37,H,657,G,2520,G
01091,52,52----,33,193,J,3451,H,12530,H
01091,53,53----,11,83,G,1571,G,5383,G
01091,54,54----,14,82,H,913,G,3930,G
01091,56,56----,16,687,J,9862,J,36471,J
01091,62,62----,53,927,H,9506,H,39705,H
01091,71,71----,7,33,J,203,J,892,J
01091,72,72----,38,504,G,1908,G,8030,G
01091,81,81----,50,193,G,1005,G,4519,G
01093,TOTAL,------,546,7761,G,83797,G,331707,G
01093,11,11----,10,68,H,508,G,2147,G
01093,21,21----,3,25,J,278,J,1193,J
01093,23,23----,16,62,J,687,H,3017,J
01093,31,31----,28,2906,G,37522,G,146741,G
01093,42,42----,19,175,G,2159,H,9937,H
01093,44,44----,128,1249,H,9327,H,35054,H
01093,48,48----,39,354,G,6245,G,25674,G
01093,51,51----,11,39,J,537,G,2455,G
01093,52,52----,43,371,G,4995,G,21193,G
01093,53,53----,12,57,J,642,G,2267,G
01093,54,54----,20,57,J,492,H,2002,H
01093,56,56----,12,65,G,497,H,2051,H
01093,62,62----,80,1221,H,13326,H,53417,H
01093,71,71----,3,8,G,53,G,225,G
01093,72,72----,54,691,G,3022,G,11333,G
01093,81,81----,62,307,G,2184,G,8342,G
01095,TOTAL,------,2010,36646,G,405585,G,1663291,G
01095,21,21----,4,61,G,1071,G,4881,G
01095,22,22----,4,93,G,2151,G,8199,G
01095,23,23----,166,1310,G,16768,G,74935,G
01095,31,31----,114,12085,G,135327,G,589826,G
01095,42,42----,76,1425,G,17733,G,73666,G
01095,44,44----,437,5415,G,45871,G,181874,G
01095,48,48----,72,957,G,11776,G,48332,G
01095,51,51----,34,210,H,2800,G,10779,G
01095,52,52----,152,908,G,15384,G,58758,G
01095,53,53----,78,486,G,3831,G,15973,G
01095,54,54----,141,618,G,7051,G,30115,G
01095,55,55----,9,756,H,42457,J,127581,J
01095,56,56----,87,2180,G,18695,G,80742,G
01095,61,61----,11,50,H,194,H,832,H
01095,62,62----,204,4711,H,58326,H,246527,H
01095,71,71----,23,158,J,829,G,3631,G
01095,72,72----,207,4010,G,18438,G,77818,G
01095,81,81----,186,1205,G,6829,G,28506,G
01095,99,99----,3,5,J,25,J,109,G
01097,TOTAL,------,8960,157810,G,2099995,G,8576634,G
01097,11,11----,37,459,H,3427,H,13694,G
01097,21,21----,14,115,H,5082,J,15359,J
01097,22,22----,14,964,J,39160,J,110132,J
01097,23,23----,762,14834,G,203453,G,878071,G
01097,31,31----,294,14680,G,275786,G,1137659,G
01097,42,42----,530,8585,G,157633,G,624193,G
01097,44,44----,1468,20062,G,179833,G,697027,G
01097,48,48----,428,12128,H,144001,G,560958,G
01097,51,51----,139,1937,G,32836,G,126002,G
01097,52,52----,597,5986,G,141449,G,470563,G
01097,53,53----,467,2284,G,35878,G,132678,G
01097,54,54----,851,10447,G,199470,G,841644,G
01097,55,55----,54,2815,H,61725,H,324521,G
01097,56,56----,488,14774,H,171593,H,717145,H
01097,61,61----,91,2932,G,24374,G,100803,G
01097,62,62----,863,20341,G,278668,G,1247662,G
01097,71,71----,108,1533,G,7385,G,31478,G
01097,72,72----,779,15629,G,79731,G,315536,G
01097,81,81----,960,7269,G,58307,G,230377,G
01097,99,99----,16,36,J,204,G,1132,G
01099,TOTAL,------,382,5195,G,65048,H,266863,H
01099,11,11----,25,202,H,3036,G,12708,G
01099,21,21----,3,4,J,28,H,236,H
01099,22,22----,5,64,J,1444,J,4693,H
01099,23,23----,18,166,H,2016,H,8169,H
01099,31,31----,16,1231,J,24019,J,98623,J
01099,42,42----,17,176,G,3099,G,12658,G
01099,44,44----,78,748,G,5884,G,22140,G
01099,48,48----,20,792,G,8786,G,37211,G
01099,51,51----,10,61,J,745,G,2719,H
01099,52,52----,31,139,G,1964,H,7252,H
01099,53,53----,12,37,H,292,H,1155,H
01099,54,54----,16,47,H,422,G,2425,G
01099,56,56----,13,103,G,877,G,3716,G
01099,61,61----,3,58,J,322,J,1273,J
01099,62,62----,27,700,G,6858,H,28725,G
01099,72,72----,36,343,G,1373,G,5898,G
01099,81,81----,47,216,G,2122,H,9500,H
01101,TOTAL,------,5584,103653,G,1361504,G,5567526,G
01101,11,11----,11,59,H,763,H,3423,H
01101,22,22----,11,599,J,19951,J,58962,H
01101,23,23----,319,4573,G,77063,G,323830,G
01101,31,31----,174,14644,H,237799,H,1011129,H
01101,42,42----,269,6367,G,110135,G,434556,G
01101,44,44----,888,11766,G,105112,G,408134,G
01101,48,48----,182,5342,G,68679,G,273144,G
01101,51,51----,109,1324,H,23402,G,88125,G
01101,52,52----,369,3642,G,92437,G,327861,G
01101,53,53----,271,1831,G,22555,G,90563,G
01101,54,54----,584,6172,G,113408,G,512276,G
01101,55,55----,41,1023,H,20897,G,85969,G
01101,56,56----,310,8495,G,62641,G,265333,G
01101,61,61----,82,1984,G,17473,G,72060,G
01101,62,62----,685,17819,G,268174,G,1100154,G
01101,71,71----,67,1254,G,6745,G,30125,G
01101,72,72----,553,11023,G,59945,G,249579,G
01101,81,81----,647,5692,G,53865,G,227419,G
01101,99,99----,10,20,G,167,J,3715,H
01103,TOTAL,------,2684,47947,G,697454,G,2765235,G
01103,11,11----,6,16,G,143,H,819,H
01103,21,21----,6,66,J,1446,H,6363,H
01103,22,22----,6,79,J,3329,H,10260,H
01103,23,23----,282,4797,G,88973,G,347693,G
01103,31,31----,167,12560,G,253444,H,954785,H
01103,42,42----,147,2044,G,38581,G,164961,G
01103,44,44----,464,5745,G,49116,G,198482,G
01103,48,48----,86,2800,G,53844,H,202771,H
01103,51,51----,36,368,J,5929,J,22406,J
01103,52,52----,186,1329,H,24151,H,88193,H
01103,53,53----,103,399,H,4815,G,19965,G
01103,54,54----,188,3011,G,49083,G,203342,G
01103,55,55----,8,448,G,8185,H,30538,G
01103,56,56----,101,1744,G,13612,G,57576,G
01103,61,61----,26,230,G,1959,G,7949,G
01103,62,62----,356,5739,H,64092,H,295181,H
01103,71,71----,27,306,G,1529,G,5983,G
01103,72,72----,219,4412,G,21037,G,88568,G
01103,81,81----,267,1851,G,14177,G,59367,G
01103,99,99----,3,3,J,9,G,33,H
01105,TOTAL,------,117,1560,G,12052,G,51251,G
01105,23,23----,11,52,H,582,G,2509,H
01105,31,31----,5,649,H,4181,G,17228,G
01105,42,42----,6,48,H,304,G,1296,G
01105,44,44----,24,143,G,896,G,3674,G
01105,48,48----,7,28,H,381,G,1528,G
01105,52,52----,5,70,J,988,J,3675,H
01105,53,53----,6,11,J,54,J,225,J
01105,54,54----,6,13,G,70,G,287,G
01105,56,56----,5,15,J,104,J,2023,J
01105,61,61----,4,240,J,2277,J,9333,J
01105,62,62----,8,132,G,1377,G,5973,G
01105,72,72----,10,71,G,262,G,1141,G
01105,81,81----,18,76,G,435,H,1809,H
01107,TOTAL,------,243,2546,G,25767,G,108588,G
01107,11,11----,15,84,H,971,H,4254,H
01107,23,23----,25,358,J,5381,J,25743,J
01107,31,31----,18,647,G,6305,G,24881,G
01107,42,42----,5,57,J,843,J,3139,J
01107,44,44----,50,354,H,2779,H,11619,G
01107,48,48----,10,41,H,612,J,2403,J
01107,51,51----,4,27,J,282,J,1222,J
01107,52,52----,21,152,H,1725,H,6782,H
01107,54,54----,6,60,J,575,J,2539,J
01107,56,56----,4,12,G,49,H,195,G
01107,62,62----,27,441,G,4481,G,19043,G
01107,71,71----,6,6,J,19,J,87,J
01107,72,72----,14,157,J,647,H,2588,H
01107,81,81----,29,93,G,451,G,1751,G
01109,TOTAL,------,650,13062,G,158310,G,626288,G
01109,11,11----,12,557,J,6402,J,26528,J
01109,23,23----,42,765,H,9992,H,44279,H
01109,31,31----,24,2431,G,43840,G,162461,G
01109,42,42----,28,444,G,6120,H,25393,H
01109,44,44----,130,1687,H,12695,G,48334,G
01109,48,48----,26,1911,H,22879,H,86507,H
01109,51,51----,11,219,H,2682,H,12473,J
01109,52,52----,56,338,G,6618,H,25686,G
01109,53,53----,32,99,G,900,H,3829,G
01109,54,54----,37,1266,J,20144,J,80894,J
01109,56,56----,18,288,G,2707,G,12032,G
01109,61,61----,7,84,H,575,H,2427,H
01109,62,62----,67,1073,G,13097,G,54449,G
01109,71,71----,6,49,H,211,G,872,G
01109,72,72----,89,1419,G,5467,G,23200,G
01109,81,81----,61,346,G,1924,G,9096,G
01111,TOTAL,------,364,3865,G,42177,G,151495,G
01111,11,11----,11,60,G,651,H,2573,H
01111,23,23----,31,176,G,2287,H,10270,H
01111,31,31----,25,1140,H,15750,H,46103,H
01111,42,42----,8,60,G,593,G,1979,G
01111,44,44----,81,733,G,6425,G,24329,G
01111,48,48----,19,201,H,2767,G,11148,G
01111,51,51----,7,47,G,581,G,2212,G
01111,52,52----,26,130,G,1773,G,6793,G
01111,53,53----,14,46,H,295,G,1295,G
01111,54,54----,18,58,H,570,G,2141,G
01111,56,56----,7,49,J,624,J,2808,J
01111,62,62----,33,499,H,6250,H,25287,H
01111,71,71----,3,5,J,28,H,90,H
01111,72,72----,27,419,G,1704,G,7096,G
01111,81,81----,45,178,G,1074,G,4466,G
01111,99,99----,4,5,J,14,G,57,G
01113,TOTAL,------,850,11055,G,141139,H,482970,G
01113,11,11----,9,44,J,385,J,1483,J
01113,22,22----,4,71,J,2030,H,6584,H
01113,23,23----,82,684,G,8512,G,35938,G
01113,31,31----,35,2396,J,63424,J,175633,J
01113,42,42----,16,137,H,2841,H,11406,H
01113,44,44----,167,2056,G,15679,H,60279,H
01113,48,48----,35,372,J,3922,H,14400,H
01113,51,51----,11,65,H,1153,G,3226,G
01113,52,52----,62,346,H,4966,H,19482,H
01113,53,53----,52,227,G,2843,G,11241,G
01113,54,54----,40,173,H,1403,G,6447,G
01113,55,55----,5,60,G,1141,G,5276,G
01113,56,56----,30,461,H,4028,H,15673,H
01113,61,61----,6,111,H,877,H,3474,H
01113,62,62----,73,1589,H,15896,H,66047,H
01113,71,71----,4,23,J,85,J,333,J
01113,72,72----,99,1671,G,7385,G,28338,G
01113,81,81----,117,550,G,4178,G,16413,G
01115,TOTAL,------,1454,18213,G,209268,G,842488,G
01115,11,11----,5,15,J,166,J,679,J
01115,22,22----,8,76,J,1639,J,6131,H
01115,23,23----,210,1712,G,25155,G,103233,G
01115,31,31----,71,3415,H,52300,H,209387,H
01115,42,42----,69,1095,G,18359,G,76483,G
01115,44,44----,259,3502,G,28863,G,112102,G
01115,48,48----,40,282,H,3354,G,14174,G
01115,51,51----,29,173,H,2691,G,10752,G
01115,52,52----,81,472,H,10958,G,31970,G
01115,53,53----,44,144,J,1987,H,7922,H
01115,54,54----,109,576,G,7640,G,33271,G
01115,55,55----,3,93,J,1438,H,5337,H
01115,56,56----,76,1074,H,9304,H,40109,H
01115,61,61----,10,89,G,1087,H,4052,H
01115,62,62----,122,2086,G,25497,G,109998,G
01115,71,71----,12,49,H,197,G,948,G
01115,72,72----,129,2338,G,11252,G,45106,G
01115,81,81----,173,1011,G,7038,G,29298,G
01115,99,99----,3,4,J,17,G,129,G
01117,TOTAL,------,5610,87718,G,1430200,G,5488411,G
01117,11,11----,12,215,H,4623,J,16973,H
01117,21,21----,10,748,J,43293,J,102495,J
01117,22,22----,13,1547,J,66286,J,182552,J
01117,23,23----,577,7428,G,121028,G,529091,G
01117,31,31----,159,5350,G,96470,G,387567,G
01117,42,42----,404,5593,G,123809,G,513739,G
01117,44,44----,709,11256,G,100618,G,388730,G
01117,48,48----,126,2060,G,39992,G,158644,G
01117,51,51----,114,3065,G,57898,G,258539,G
01117,52,52----,398,9440,G,263278,G,862686,G
01117,53,53----,327,1745,G,29051,G,116067,G
01117,54,54----,660,4577,G,93061,G,410655,G
01117,55,55----,46,3415,H,78722,H,256042,H
01117,56,56----,354,7449,G,97802,G,399507,G
01117,61,61----,69,773,G,5719,G,23669,G
01117,62,62----,563,8394,G,112322,G,480800,G
01117,71,71----,92,1499,G,7530,G,32834,G
01117,72,72----,450,8735,G,46641,G,191284,G
01117,81,81----,522,4424,G,42016,G,176343,G
01117,99,99----,5,5,G,41,G,194,G
01119,TOTAL,------,204,2597,G,29696,G,110590,G
01119,11,11----,5,34,G,340,G,1873,G
01119,23,23----,12,254,J,3958,J,10992,J
01119,31,31----,6,230,H,3366,H,14843,H
01119,42,42----,13,112,H,1458,H,6176,H
01119,44,44----,50,249,G,1345,G,5330,G
01119,48,48----,10,624,J,8131,J,31418,J
01119,51,51----,4,16,J,271,J,1217,J
01119,52,52----,12,51,G,473,G,2055,G
01119,53,53----,5,10,J,371,H,937,H
01119,54,54----,6,10,G,73,G,319,G
01119,56,56----,9,167,J,3370,J,10764,J
01119,62,62----,24,401,H,3779,G,13103,G
01119,71,71----,4,12,J,66,J,264,J
01119,72,72----,22,230,G,982,H,4005,H
01119,81,81----,19,56,G,341,G,1463,G
01121,TOTAL,------,1256,28466,G,357206,G,1464176,G
01121,21,21----,6,447,J,10168,J,35311,J
01121,22,22----,3,86,J,2116,H,7964,H
01121,23,23----,93,1845,H,24790,H,115697,J
01121,31,31----,88,11041,G,181486,H,760923,H
01121,42,42----,48,443,H,6056,H,24992,H
01121,44,44----,256,3013,H,24171,G,92688,G
01121,48,48----,53,2320,G,28783,G,116899,G
01121,51,51----,23,149,G,2532,G,9509,G
01121,52,52----,85,492,H,7072,G,26757,G
01121,53,53----,42,153,G,1791,G,7224,G
01121,54,54----,65,571,G,6086,G,20226,G
01121,55,55----,4,13,J,375,G,1358,G
01121,56,56----,52,1675,H,12795,H,51991,H
01121,61,61----,8,403,J,2906,J,5027,J
01121,62,62----,141,2571,H,30243,H,120829,H
01121,71,71----,19,181,J,1238,H,6044,H
01121,72,72----,121,2488,H,10525,H,44102,H
01121,81,81----,147,568,H,4005,G,16378,G
01123,TOTAL,------,823,10554,G,105879,G,443300,G
01123,11,11----,13,54,G,697,G,3208,G
01123,22,22----,5,58,H,1923,G,6458,G
01123,23,23----,81,497,G,5826,G,24146,G
01123,31,31----,37,2147,G,25427,G,104989,G
01123,42,42----,26,148,G,2661,G,9990,G
01123,44,44----,150,1408,H,12120,H,48462,H
01123,48,48----,19,305,H,3545,H,12598,H
01123,51,51----,12,119,J,1705,J,6449,J
01123,52,52----,55,322,G,6529,G,32392,H
01123,53,53----,35,113,H,1380,H,5733,H
01123,54,54----,61,238,H,2209,G,10522,G
01123,55,55----,3,94,H,2056,H,9892,H
01123,56,56----,43,777,H,4704,H,20798,H
01123,61,61----,5,79,J,653,J,2707,J
01123,62,62----,85,2057,H,22886,H,94587,H
01123,71,71----,15,238,J,2580,J,11363,J
01123,72,72----,81,1321,G,5576,G,24141,G
01123,81,81----,96,570,G,3253,G,14265,G
01125,TOTAL,------,4189,84004,G,1228929,G,4897653,G
01125,11,11----,22,127,H,3295,H,10063,H
01125,21,21----,28,1242,H,75742,G,177361,H
01125,22,22----,13,380,J,12600,J,36448,J
01125,23,23----,406,4743,G,65538,G,302283,G
01125,31,31----,136,20590,H,452273,H,1818485,H
01125,42,42----,163,2406,H,45581,H,173918,H
01125,44,44----,696,10074,G,80811,G,316188,G
01125,48,48----,129,4542,G,55431,G,234275,G
01125,51,51----,61,1277,J,28961,J,118190,J
01125,52,52----,227,1819,H,36593,H,132531,H
01125,53,53----,228,1846,G,21068,G,87545,G
01125,54,54----,336,2176,G,33271,G,143191,G
01125,55,55----,17,436,G,16808,G,66348,G
01125,56,56----,218,4950,G,48764,G,211408,H
01125,61,61----,35,815,H,5028,H,20989,H
01125,62,62----,473,12362,H,168350,H,714490,H
01125,71,71----,58,632,G,2780,G,12104,G
01125,72,72----,512,10295,G,50419,G,213763,G
01125,81,81----,426,3283,G,25553,G,107762,G
01125,99,99----,5,9,J,63,J,311,H
01127,TOTAL,------,1251,14399,G,145719,G,592070,G
01127,11,11----,19,80,H,1018,G,4339,H
01127,21,21----,9,213,J,4462,J,15575,J
01127,22,22----,7,115,J,4940,J,13564,J
01127,23,23----,77,541,G,6395,G,27078,G
01127,31,31----,52,2031,H,25936,H,109425,H
01127,42,42----,41,299,G,4570,G,17967,G
01127,44,44----,261,3123,H,25371,G,99776,G
01127,48,48----,30,182,G,2522,G,11128,G
01127,51,51----,16,105,J,1860,H,6895,H
